"BG,bg_stage01.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,9
9,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,9
9,,,,,,,,,6,6,2,,,,,,,,,,,,,,,,,,,,,9
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
